Titles,Source,Target,Genre,Month,Year,Lanuage,Country,Type
Leningrad,"Vishnevetsky, Igor","Bromfield, Andrew",Fiction,Oct,2013,Russian,Russia,Undirected
Collini Case,"von Schirach, Ferdinand","Bell, Anthea",Fiction,Aug,2013,German,Germany,Undirected
An Invitation for Me to Think,"Vvedensky, Alexander","Ostashevsky, Eugene",Poetry,Apr,2013,Russian,Russia,Undirected
Schoolboy's Diary and Other Stories,"Walser, Robert","Searls, Damion",Fiction,Aug,2013,German,Switzerland,Undirected
"Matchmaker, the Apprentice, and the Football Fan","Wen, Zhu","Lovell, Julia",Fiction,July,2013,Chinese,China,Undirected
Zundel's Exit,"Werner, Markus","Hofmann, Michael",Fiction,Dec,2013,German,Switzerland,Undirected
Advance Payment,"Wijnberg, Nachoem","Colmer, David",Poetry,July,2013,Dutch,Netherlands,Undirected
When the Time Comes,"Winkler, Josef","West, Adrian",Fiction,Oct,2013,German,Austria,Undirected
Beginning,"Winner, Jonas","Miles, Edwin",Fiction,Aug,2013,German,Germany,Undirected
Berlin Gothic,"Winner, Jonas","Miles, Edwin",Fiction,Mar,2013,German,Germany,Undirected
"City of Angels or, The Overcoat of Dr. Freud","Wolf, Christa","Searls, Damion",Fiction,Feb,2013,German,Germany,Undirected
Two or Three Years Later,"Wolf, Ror","Marquart, Jennifer",Fiction,June,2013,German,Germany,Undirected
Kopenhaga,"Wroblewski, Grzegorz","Gwiazda, Piotr",Poetry,Dec,2013,Polish,Poland,Undirected
I Can Almost See the Clouds of Dust,"Xiang, Yi","Sze-Lorrain, Fiona",Poetry,Aug,2013,Chinese,China,Undirected
Sandalwood Death,"Yan, Mo","Goldblatt, Howard",Fiction,Jan,2013,Chinese,China,Undirected
Cinnamon,"Yazbek, Samar","Danby, Emily",Fiction,July,2013,Arabic,Syrian Arab Republic,Undirected
Retrospective,"Yehoshua, A.B.","Schoffman, Stuart",Fiction,Mar,2013,Hebrew,Israel,Undirected
Soil,"Yi, Kwang-su","Hwang, Sun-ae",Fiction,Nov,2013,Korean,South Korea,Undirected
One Spoon on This Earth,"Young, Hyun Ki","Lee, Jennifer M.",Fiction,Nov,2013,Korean,South Korea,Undirected
Skyscraper,"Yucel, Tahsin","Gurol, Ender",Fiction,Apr,2013,Turkish,Turkey,Undirected
Harlequin's Costume,"Yuzefovich, Leonid","Schwartz, Marian",Fiction,Mar,2013,Russian,Russia,Undirected
Ways of Going Home,"Zambra, Alejandro","McDowell, Megan",Fiction,Jan,2013,Spanish,Chile,Undirected
Some Day,"Zarhin, Shemi","Greenspan, Yardenne",Fiction,Oct,2013,Hebrew,Israel,Undirected
Fresh Mint with Lemon,"Zgustova, Monika","Tree, Matthew",Fiction,Feb,2013,Catalan,Spain,Undirected
Silent Woman,"Zgustova, Monika","Tree, Matthew",Fiction,Nov,2013,Spanish,Czech Republic,Undirected
Depeche Mode,"Zhadan, Serhiy","Shkandrij, Myroslav",Fiction,Apr,2013,Ukrainian,Ukraine,Undirected
Whispering Muse,Sjon,FSG,Fiction,May,2013,Icelandic,Iceland,Undirected
Incomplete Manuscript,"Abdulla, Kamal",Strategic Book Publishing,Fiction,Jan,2013,Azerbaijani,Azerbaijan,Undirected
High Tide,"Abele, Inga",Open Letter,Fiction,Sept,2013,Latvian,Latvia,Undirected
And the Hippies Came,"Abreu Adorno, Manuel",7Vientos,Fiction,June,2013,Spanish,Puerto Rico,Undirected
My Voice Seeks You,"Addolorato, Annalisa",Cross-Cultural Communications,Poetry,Sept,2013,Italian,Italy,Undirected
Conspiracy of Faith,"Adler-Olsen, Jussi",Dutton,Fiction,May,2013,Danish,Denmark,Undirected
Purity of Vengeance,"Adler-Olsen, Jussi",Dutton,Fiction,Dec,2013,Danish,Denmark,Undirected
Shantytown,"Aira, Cesar",New Directions,Fiction,Nov,2013,Spanish,Argentina,Undirected
"Jazz, Perfume and the Incident","Ajidarma, Seno Gumira",Lontar,Fiction,Jan,2013,Indonesian,Indonesia,Undirected
"Earth Weeps, Saturn Laughs","al Farsi, Abdulaziz",American University at Cairo,Fiction,Feb,2013,Arabic,Oman,Undirected
"Leg over Leg, Volume 1","al-Shidyaq, Ahmad Faris",Library of Arabic Literature,Fiction,Aug,2013,Arabic,Lebanon,Undirected
"Leg over Leg, Volume 2","al-Shidyaq, Ahmad Faris",Library of Arabic Literature,Fiction,Aug,2013,Arabic,Lebanon,Undirected
Dove's Necklace,"Alem, Raja",Overlook,Fiction,Oct,2013,Arabic,Saudi Arabia,Undirected
Stargorod,"Aleshkovsky, Peter",Russian Information Services,Fiction,Feb,2013,Russian,Russia,Undirected
"Captain Cap: His Adventures, His Ideas, His Drinks","Allais, Alphonse",Black Scat,Fiction,Oct,2013,French,France,Undirected
Free City,"Almino, Joao",Dalkey Archive,Fiction,Sept,2013,Portuguese,Brazil,Undirected
Sultan of Byzantium,"Altun, Selcuk",Telegram,Fiction,Apr,2013,Turkish,Turkey,Undirected
Let the Games Begin,"Ammaniti, Niccolo",Black Cat,Fiction,Aug,2013,Italian,Italy,Undirected
Saturnalia,"Andujar, Rey",7Vientos,Fiction,Mar,2013,Spanish,Dominican Republic,Undirected
Corpse Washer,"Antoon, Sinan",Yale University Press,Fiction,July,2013,Arabic,Iraq,Undirected
California Psalms,"Apraksina, Tatyana",Radiolarian Press,Poetry,July,2013,Russian,Russia,Undirected
Brother Kemal,"Arjouni, Jakob",Melville House,Fiction,Sept,2013,German,Germany,Undirected
Midas Murders,"Aspe, Pieter",Pegasus,Fiction,Dec,2013,Dutch,Netherlands,Undirected
Square of Revenge,"Aspe, Pieter",Pegasus,Fiction,June,2013,Dutch,Netherlands,Undirected
No Fixed Abode,"Auge, Marc",Seagull Books,Fiction,Apr,2013,French,France,Undirected
Baksheesh,"Aykol, Esmahan",Bitter Lemon,Fiction,Mar,2013,Turkish,Turkey,Undirected
Swimmers,"Azaustre, Joquin Perez",Frisch & Co.,Fiction,Aug,2013,Spanish,Spain,Undirected
Before I Croak,"Babiashkina, Anna",Glas,Fiction,Aug,2013,Russian,Russia,Undirected
New Adventures of Sinbad the Sailor,"Bachi, Salim",Pushkin Press,Fiction,July,2013,French,Algeria,Undirected
Seascape,"Backer, Heimrad",Ugly Duckling,Poetry,Aug,2013,German,Austria,Undirected
Message Sticks,"Bacon, Josephine",Tsar Publications,Poetry,Apr,2013,Innu-aimun,Quebec,Undirected
Sorceress Diguwan,"Badai, ",Serenity International,Fiction,Sept,2013,Chinese,Taiwan,Undirected
Ten White Geese,"Bakker, Gerbrand",Penguin,Fiction,Feb,2013,Dutch,Netherlands,Undirected
Science Not for the Earth,"Baratynsky, Yevgeny",Ugly Duckling,Poetry,Nov,2013,Russian,Russia,Undirected
Dreams of Waking: An Anthology of Iberian Lyric Poetry,"Barletta, Vincent",University of Chicago,Poetry,Apr,2013,Various,Various,Undirected
Ingredients of Love,"Barreau, Nicholas",St. Martin's,Fiction,Jan,2013,French,France,Undirected
House of Impossible Loves,"Barrio, Cristina Lopez",Houghton Mifflin Harcourt,Fiction,June,2013,Spanish,Spain,Undirected
Music by My Bedside,"Basar, Kursat",Dalkey Archive,Fiction,Jan,2013,Turkish,Turkey,Undirected
Madonna on the Moon,"Bauerdick, Rolf",Knopf,Fiction,July,2013,German,Germany,Undirected
Shiki Nagaoka: A Nose for Fiction,"Bellatin, Mario",Phoneme Books,Fiction,May,2013,Spanish,Mexico,Undirected
Malavita,"Benaquista, Tonino",Penguin,Fiction,July,2013,French,France,Undirected
Impromptus,"Benn, Gottfried",FSG,Poetry,Nov,2013,German,Germany,Undirected
Mongolian Conspiracy,"Bernal, Rafael",New Directions,Fiction,Nov,2013,Spanish,Mexico,Undirected
"Brando, My Solitude","Bertina, Arno",Counterpath Press,Fiction,Feb,2013,French,France,Undirected
Greenland Breach,"Besson, Bernard",Le French,Fiction,Oct,2013,French,France,Undirected
Cruel City,"Beti, Mongo",Indiana University Press,Fiction,Feb,2013,French,Cameroon,Undirected
Guest in the Wood,"Biagini, Elisa",Chelsea Editions,Poetry,Sept,2013,Italian,Italy,Undirected
Horses of God,"Binebine, Mahi",Tin House,Fiction,Apr,2013,French,Morocco,Undirected
"Where There's Love, There's Hate","Bioy Casares, Adolfo",Melville House,Fiction,May,2013,Spanish,Argentina,Undirected
Reply to a Letter from Helga,"Birgisson, Bergsveinn",AmazonCrossing,Fiction,Jan,2013,Icelandic,Iceland,Undirected
Black Flame,"Blackcrane, Gerelchimeg",Groundwood,Fiction,Apr,2013,Chinese,China,Undirected
Where Tigers Are at Home,"Blas de Robles, Jean-Marie",Other Press,Fiction,Mar,2013,French,France,Undirected
Sinistra Zone,"Bodor, Adam",New Directions,Fiction,May,2013,Hungarian,Hungary,Undirected
Unknown University,"Bolano, Roberto",New Directions,Poetry,May,2013,Spanish,Chile,Undirected
Reprisal,"Bonanni, Laudomia",University of Chicago,Fiction,Apr,2013,Italian,Italy,Undirected
Clisson and Eugenie,"Bonaparte, Napoleon",Gallic Books,Fiction,Dec,2013,French,France,Undirected
Obsession,"Bonelli, Florencia",AmazonCrossing,Fiction,July,2013,Spanish,Argentina,Undirected
Sea,"Bonet, Blai",Dalkey Archive,Fiction,May,2013,Catalan,Spain,Undirected
Ice-Cold Heaven,"Bonne, Mirko",Overlook,Fiction,Sept,2013,German,Germany,Undirected
Present Hour,"Bonnefoy, Yves",Seagull Books,Poetry,Nov,2013,French,France,Undirected
Obstinate Snail,"Boudjedra, Rachid",Xenos Books,Fiction,May,2013,French,Algeria,Undirected
Barbary Figs,"Boudjedra, Rashid",Haus,Fiction,Feb,2013,Arabic,Algeria,Undirected
No Film in the Camera,"Bramness, Hanne",Shearsman Books,Poetry,Apr,2013,Norwegian,Norway,Undirected
Mandala Road,"Brando, Masako",Anthem,Fiction,Feb,2013,Japanese,Japan,Undirected
Combover,"Bravi, Adrian",Frisch & Co.,Fiction,Nov,2013,Italian,Italy,Undirected
Villa Bunker,"Brebel, Sebastien",Dalkey Archive,Fiction,July,2013,French,France,Undirected
Catastrophes,"Breytenbach, Breyten",Archipelago,Fiction,Jan,2013,Afrikaans,South Africa,Undirected
Legend,"Bronsard, Marie",Seagull Books,Fiction,May,2013,French,France,Undirected
White Piano,"Brossard, Nicole",Coach House Books,Poetry,Apr,2013,French,Quebec,Undirected
My Small Husband,"Bruckner, Pascal",Dedalus Books,Fiction,July,2013,French,France,Undirected
Netanya,"Burstein, Dror",Dalkey Archive,Fiction,Nov,2013,Hebrew,Israel,Undirected
Collected Haiku of Buson,"Buson, Yosa",Copper Canyon,Poetry,June,2013,Japanese,Japan,Undirected
Under this Terrible Sun,"Busqued, Carlos",Frisch & Co.,Fiction,June,2013,Spanish,Argentina,Undirected
Officer's Prey,"Cabasson, Armand",Gallic Books,Fiction,Nov,2013,French,France,Undirected
Violet Blood of the Amethyst,"Calaferte, Louis",Chelsea Editions,Poetry,June,2013,French,France,Undirected
Dance of the Seagull,"Camilleri, Andrea",Penguin,Fiction,Mar,2013,Italian,Italy,Undirected
Treasure Hunt,"Camilleri, Andrea",Penguin,Fiction,Oct,2013,Italian,Italy,Undirected
Wigrum,"Canty, Daniel",Talonbooks,Fiction,Oct,2013,French,Quebec,Undirected
Matter of Time,"Capus, Alex",Haus,Fiction,Nov,2013,German,Switzerland,Undirected
At the End of a Dull Day,"Carlotto, Massimo",Europa Editions,Fiction,May,2013,Italian,Italy,Undirected
Silence of the Wave,"Carofiglio, Gianrico",Rizzoli,Fiction,Sept,2013,Italian,Italy,Undirected
Lost Girls of Rome,"Carrisi, Donato",Mulholland Books,Fiction,Nov,2013,Italian,Italy,Undirected
Blinding: The Left Wing,"Cartarescu, Mircea",Archipelago,Fiction,Oct,2013,Romanian,Romania,Undirected
Textile,"Castel-Bloom, Orly",Feminist Press,Fiction,Oct,2013,Hebrew,Israel,Undirected
My Poems Won't Change the World,"Cavalli, Patrizia",FSG,Poetry,Sept,2013,Italian,Italy,Undirected
Summer of the Elder Tree,"Chaix, Marie",Dalkey Archive,Fiction,June,2013,French,France,Undirected
Because Cuba Is You,"Chao, Ramon",Route,Fiction,Nov,2013,Spanish,Spain,Undirected
Dark,"Chejfec, Sergio",Open Letter,Fiction,Oct,2013,Spanish,Argentina,Undirected
In a Time of Burning,"Cheran, ",Arc Publications,Poetry,July,2013,Tamil,India,Undirected
Cruise to the Galapagos Islands,"Cisneros, Antonio",Shearsman Books,Poetry,Oct,2013,Spanish,Peru,Undirected
Even Now,"Claus, Hugo",Archipelago,Poetry,Nov,2013,Dutch,Netherlands,Undirected
Murder,"Collobert, Danielle",Litmus Books,Poetry,Apr,2013,French,France,Undirected
Uppsala Woods,"Colomer, Alvaro",Hispabooks Publishing,Fiction,Oct,2013,Spanish,Spain,Undirected
Bitter Almonds,"Cosse, Laurence",Europa Editions,Fiction,Apr,2013,French,France,Undirected
Tuner of Silences,"Couto, Mia",Biblioasis,Fiction,Feb,2013,Portuguese,Mozambique,Undirected
Out of Their Minds,"Crosthwaite, Luis Humberto",Cinco Puntos Press,Fiction,Sept,2013,Spanish,Mexico,Undirected
No Part to Play,"Cucchi, Maurizio",Chelsea Editions,Poetry,Dec,2013,Italian,Italy,Undirected
Only Happy Ending for a Love Story Is an Accident,"Cuenca, Joao Paulo",Tagus Press,Fiction,Oct,2013,Portuguese,Brazil,Undirected
fungus skull eye wing,"D'Aquino, Alfonso",Copper Canyon,Poetry,Nov,2013,Spanish,Mexico,Undirected
Burnt Child,"Dagerman, Stig",University of Minnesota Press,Fiction,May,2013,Swedish,Sweden,Undirected
Sleet,"Dagerman, Stig",David Godine,Fiction,July,2013,Swedish,Sweden,Undirected
To the Spring by Night,"Dagtekin, Seyhmus",McGill-Queen's University Press,Fiction,Mar,2013,French,Turkey,Undirected
Bad Blood,"Dahl, Arne",Pantheon,Fiction,Aug,2013,Swedish,Sweden,Undirected
Hundred Thousand Hours,"Dahle, Gro",Ugly Duckling,Poetry,Oct,2013,Norwegian,Norway,Undirected
For Sure,"Daigle, France",House of Anansi,Fiction,June,2013,French,Quebec,Undirected
Abolition of Species,"Dath, Dietmar",Seagull Books,Fiction,Apr,2013,German,Germany,Undirected
Suitors,"David-Weill, Cecile",Other Press,Fiction,Feb,2013,French,France,Undirected
In a Heartbeat,"Dazieri, Sandrone",Dufour Editions,Fiction,July,2013,Italian,Italy,Undirected
Art of Patience,"de Andrade, Eugenio",Red Dragonfly Press,Poetry,Nov,2013,Portuguese,Portugal,Undirected
Theme of Farewell and After-Poems,"de Angelis, Milo",University of Chicago,Poetry,Apr,2013,Italian,Italy,Undirected
Blood Curse,"De Giovanni, Maurizio",Europa Editions,Fiction,May,2013,Italian,Italy,Undirected
Crocodile,"De Giovanni, Maurizio",Europa Editions,Fiction,July,2013,Italian,Italy,Undirected
Everyone in Their Place,"De Giovanni, Maurizio",Europa Editions,Fiction,Nov,2013,Italian,Italy,Undirected
I Will Have Vengeance: The Winter of Commissario Ricciardi,"De Giovanni, Maurizio",Europa Editions,Fiction,Feb,2013,Italian,Italy,Undirected
Game,"de la Motte, Anders",Atria,Fiction,Dec,2013,Swedish,Sweden,Undirected
Psalms of All My Days,"de La Tour du Pin, Patrice",Carnegie Mellon Press,Poetry,Mar,2013,French,France,Undirected
Paradigm,"de Palchi, Alfredo",Chelsea Editions,Poetry,Apr,2013,Italian,Italy,Undirected
Tale Without a Name,"Delta, Penelope",Pushkin Press,Fiction,Sept,2013,Greek,Greece,Undirected
New Cathay,"Di, Ming",Tupelo Press,Poetry,June,2013,Chinese,China,Undirected
Colaterales/Collateral,"Di Donato, Dinapiera",Akashic Books,Poetry,Dec,2013,Spanish,Venezuela,Undirected
Consequences,"Dijan, Philippe",Simon & Schuster,Fiction,Sept,2013,French,France,Undirected
Deluge,"Dinh, Linh",Chax Press,Poetry,Sept,2013,Vietnamese,Viet Nam (Vietnam),Undirected
L'Amour,"Duras, Marguerite",Open Letter,Fiction,July,2013,French,France,Undirected
Douglas Notebooks,"Eddie, Christine",Goose Lane Editions,Fiction,Mar,2013,French,Quebec,Undirected
Room No. 10,"Edwardson, Ake",Simon & Schuster,Fiction,Mar,2013,Swedish,Sweden,Undirected
Shadow of Things to Come,"Efoui, Kossi",Seagull Books,Fiction,July,2013,French,Togo,Undirected
1001 Winters,"Ehin, Kristiina",Bitter Oleander Press,Poetry,Jan,2013,Estonian,Estonia,Undirected
In a Single Breath,"Ehin, Kristiina",Cross-Cultural Communications,Poetry,Sept,2013,Estonian,Estonia,Undirected
Who Will Die Last: Stories of Life in Israel,"Ehrlich, David",Syracuse University Press,Fiction,May,2013,Hebrew,Israel,Undirected
Private Pleasures,"el-Gazzar, Hamdy",American University at Cairo,Fiction,Oct,2013,Arabic,Egypt,Undirected
Murmur,"Elfyn, Menna",Bloodaxe,Poetry,Mar,2013,Welsh,Wales,Undirected
Self-Reference Engine,"Enjoe, Toh",Viz Media,Fiction,Mar,2013,Japanese,Japan,Undirected
Hypothermia,"Enrigue, Alvaro",Dalkey Archive,Fiction,May,2013,Spanish,Mexico,Undirected
Emperor Tea Garden,"Eray, Nazli",Syracuse University Press,Fiction,Mar,2013,Turkish,Turkey,Undirected
No Turning Back,"Falcon, Linda",Loose Leaves Publishing,Fiction,Jan,2013,Spanish,Spain,Undirected
Form of Life,"Fantato, Gabriela",Chelsea Editions,Poetry,Jan,2013,Italian,Italy,Undirected
Mapuche,"Ferey, Caryl",Europa Editions,Fiction,July,2013,French,France,Undirected
Story of a New Name,"Ferrante, Elena",Europa Editions,Fiction,Sept,2013,Italian,Italy,Undirected
Conductor and Other Tales,"Ferry, Jean",Wakefield Press,Fiction,Dec,2013,French,France,Undirected
Faction,"Filloy, Juan",Dalkey Archive,Fiction,Sept,2013,Spanish,Argentina,Undirected
Winning the Game,"Fonseca, Rubem",Tagus Press,Fiction,Mar,2013,Portuguese,Brazil,Undirected
La Vida Doble,"Fontaine, Arturo",Yale University Press,Fiction,May,2013,Spanish,Chile,Undirected
Kuessipan,"Fontaine, Naomi",Arsenal Pulp Press,Fiction,Oct,2013,French,Quebec,Undirected
Eva's Eye,"Fossum, Karin",Houghton Mifflin Harcourt,Fiction,Aug,2013,Norwegian,Norway,Undirected
Silver Falcon,"Fox, Katia",AmazonCrossing,Fiction,June,2013,German,Germany,Undirected
Back to Back,"Franck, Julia",Grove,Fiction,Dec,2013,German,Germany,Undirected
Stranger's Shadow,"Frei, Max",Overlook,Fiction,May,2013,Russian,Russia,Undirected
Cat Did Not Die,"Frimansson, Inger",Pleasure Boat Studio,Fiction,Feb,2013,Swedish,Sweden,Undirected
Civil Twilight,"Fruelund, Simon",Spout Hill Press,Fiction,Feb,2013,Danish,Denmark,Undirected
Milk and Other Stories,"Fruelund, Simon",Santa Fe Writers Project,Fiction,Oct,2013,Danish,Denmark,Undirected
Jew Car,"Fuhmann, Franz",Seagull Books,Fiction,June,2013,German,Germany,Undirected
World of the End,"Gafla, Ofir Touche",Tor,Fiction,July,2013,Hebrew,Israel,Undirected
Panic Cure: Poetry from Spain in the 21st Century,"Gander, Forrest",Shearsman Books,Poetry,Sept,2013,Spanish,Spain,Undirected
Corpse Reader,"Garrido, Antonio",AmazonCrossing,Fiction,May,2013,Spanish,Spain,Undirected
Scribe,"Garrido, Antonio",AmazonCrossing,Fiction,Dec,2013,Spanish,Spain,Undirected
Dinosaur Feather,"Gazan, Sissel-Jo",Quercus,Fiction,Nov,2013,Danish,Denmark,Undirected
Spectre of Alexander Wolf,"Gazdanov, Gaito",Pushkin Press,Fiction,Dec,2013,Russian,Russia,Undirected
Gods of the Steppe,"Gelasimov, Andrei",AmazonCrossing,Fiction,Sept,2013,Russian,Russia,Undirected
Lying Year,"Gelasimov, Andrei",AmazonCrossing,Fiction,Jan,2013,Russian,Russia,Undirected
"Summertime, All the Cats Are Bored","Georget, Philippe",Europa Editions,Fiction,July,2013,French,France,Undirected
Word Tree,"Gersao, Teolinda",Dedalus Books,Fiction,Aug,2013,Portuguese,Portugal,Undirected
"For Every Solution, A Problem","Gier, Kerstin",AmazonCrossing,Fiction,Dec,2013,German,Germany,Undirected
In the Moremarrow,"Girondo, Oliverio",Action Books,Poetry,Apr,2013,Spanish,Argentina,Undirected
Elixir of Immortality,"Gleichmann, Gabi",Other Press,Fiction,Oct,2013,Norwegian,Norway,Undirected
Trafalgar,"Gorodischer, Angelica",Small Beer,Fiction,Feb,2013,Spanish,Argentina,Undirected
More Bitter than Death,"Grebe, Camilla",Simon & Schuster,Fiction,June,2013,Swedish,Sweden,Undirected
Secret of Ji: Orphans' Promise,"Grimbert, Pierre",AmazonCrossing,Fiction,Nov,2013,French,France,Undirected
Secret of Ji: Six Heirs,"Grimbert, Pierre",AmazonCrossing,Fiction,Feb,2013,French,France,Undirected
Enchantment,"Grossi, Pietro",Pushkin Press,Fiction,Oct,2013,Italian,Italy,Undirected
Roman Elegy,"Gruber, Sabine",Haus,Fiction,June,2013,Italian,Italy,Undirected
Tirza,"Grunberg, Arnon",Open Letter,Fiction,Feb,2013,Dutch,Netherlands,Undirected
Bone Man,"Haas, Wolf",Melville House,Fiction,Apr,2013,German,Germany,Undirected
Black Lake,"Haasse, Hella",Portobello,Fiction,Oct,2013,Dutch,Netherlands,Undirected
European Trash (Fourteen Ways to Remember a Father),"Hallberg, Ulf Peter",DISQUIET,Fiction,July,2013,Swedish,Sweden,Undirected
Crimson Fog,"Halter, Paul",Locked Room International,Fiction,Dec,2013,French,France,Undirected
Hanging,"Hammer, Lotte",Minotaur,Fiction,June,2013,Danish,Denmark,Undirected
Of Children and Adolescents,"Harkianakis, Stylianos",Red Dragonfly Press,Poetry,Apr,2013,Greek,Greece,Undirected
Meditations on Georges de La Tour,"Haugen, Paal-Helge",Book Thug,Poetry,May,2013,Norwegian,Norway,Undirected
Open Door,"Havilio, Iosi",And Other Stories,Fiction,Sept,2013,Spanish,Argentina,Undirected
Paradises,"Havilio, Iosi",And Other Stories,Fiction,Oct,2013,Spanish,Argentina,Undirected
Warmth of a Taxidermied Animal,"Heikkinen, Tytti",Action Books,Poetry,Nov,2013,Finnish,Finland,Undirected
Tidal Shift,"Heldt, Dora",AmazonCrossing,Fiction,May,2013,German,Germany,Undirected
"Lizard Telepathy, Fox Telepathy","Henguchi, Yoshinori",Chin Music Press,Poetry,July,2013,Japanese,Japan,Undirected
Third Shore: Chinese and English-Language Poets in Mutual Translation,"Herbert, W. N.",Shearsman Books,Poetry,Sept,2013,Chinese,China,Undirected
Les Trophees,"Heredia, Jose Maria",Dos Madres Press,Poetry,Apr,2013,French,France,Undirected
Devil's Sanctuary,"Hermanson, Maire",Grand Central,Fiction,Sept,2013,Swedish,Sweden,Undirected
Miguel Hernandez,"Hernandez, Miguel",New York Review Books,Poetry,Apr,2013,Spanish,Spain,Undirected
"Life's Good, Brother","Hikmet, Nazim",Persea,Fiction,Jan,2013,Turkish,Turkey,Undirected
Summer of Dead Toys,"Hill, Antonio",Crown,Fiction,June,2013,Spanish,Spain,Undirected
Rainbow Troops,"Hirata, Andrea",Sarah Crichton Books,Fiction,Feb,2013,Indonesian,Indonesia,Undirected
Death of the Demon,"Holt, Anne",Scribner,Fiction,June,2013,Norwegian,Norway,Undirected
Ring,"Horem, Elisabeth",Dalkey Archive,Fiction,Apr,2013,French,France,Undirected
Cold Sea Stories,"Huelle, Pawel",Comma Press,Fiction,June,2013,Polish,Poland,Undirected
Hen Who Dreamed She Could Fly,"Hwang, Sun-mi",Penguin,Fiction,Dec,2013,Korean,South Korea,Undirected
Magnolia & Lotus,"Hyesim, ",White Pine,Poetry,June,2013,Korean,South Korea,Undirected
Short Tale of Shame,"Igov, Angel",Open Letter,Fiction,May,2013,Bulgarian,Bulgaria,Undirected
Black Skies,"Indridason, Arnaldur",Minotaur,Fiction,Sept,2013,Icelandic,Iceland,Undirected
Daybreak,"Ingolfsson, Viktor Arnar",AmazonCrossing,Fiction,May,2013,Icelandic,Iceland,Undirected
Bullfight,"Inoue, Yahushi",Pushkin Press,Fiction,Dec,2013,Japanese,Japan,Undirected
Gray Men,"Ishikawa, Tomotake",Vertical,Fiction,Feb,2013,Japanese,Japan,Undirected
Strangled in Pais,"Izner, Claude",Minotaur,Fiction,Sept,2013,French,France,Undirected
Mehlis Report,"Jaber, Rabee",New Directions,Fiction,June,2013,Arabic,Lebanon,Undirected
"Me on the Floor, Bleeding","Jagerfeld, Jenny",Stockholm Text,Fiction,July,2013,Swedish,Sweden,Undirected
No One Writes Back,"Jang, Eun-jin",Dalkey Archive,Fiction,Nov,2013,Korean,South Korea,Undirected
When Adam Opens His Eyes,"Jang, Jung-il",Dalkey Archive,Fiction,Nov,2013,Korean,South Korea,Undirected
Strange Bird,"Jansson, Anna",Stockholm Text,Fiction,Sept,2013,Swedish,Sweden,Undirected
Her Not All Her,"Jelinek, Elfriede",Sylph Editions,Fiction,Mar,2013,German,Austria,Undirected
King's Hounds,"Jensen, Martin",AmazonCrossing,Fiction,Oct,2013,Danish,Denmark,Undirected
Saving Mozart,"Jerusalmy, Raphael",Europa Editions,Fiction,Nov,2013,French,France,Undirected
Cusanus Game,"Jeschke, Wolfgang",Tor,Fiction,Oct,2013,German,Germany,Undirected
Dark Road,"Jian, Ma",Penguin,Fiction,June,2013,Chinese,China,Undirected
Tongwan City,"Jianqun, Gao",CN Times Books,Fiction,Oct,2013,Chinese,China,Undirected
Awakening to the Great Sleep War,"Jonke, Gert",Dalkey Archive,Fiction,Jan,2013,German,Austria,Undirected
My Beautiful Bus,"Jouet, Jacques",Dalkey Archive,Fiction,Jan,2013,French,France,Undirected
My Son's Girlfriend,"Jung, Mi-kyung",Dalkey Archive,Fiction,Nov,2013,Korean,South Korea,Undirected
"Most Ambiguous Sunday, and Other Stories","Jung, Young-moon",Dalkey Archive,Fiction,Nov,2013,Korean,South Korea,Undirected
Killer's Art,"Jungstedt, Mari",Stockholm Text,Fiction,Oct,2013,Swedish,Sweden,Undirected
Death of a Nightingale,"Kaaberbol, Lene",Soho Press,Fiction,Nov,2013,Danish,Denmark,Undirected
Fall of the Stone City,"Kadare, Ismail",Grove,Fiction,Feb,2013,French,Albania,Undirected
Little Grey Lies,"Kaddour, Hedi",Seagull Books,Fiction,July,2013,French,France,Undirected
Summer Death,"Kallentoft, Mons",Atria,Fiction,June,2013,Swedish,Sweden,Undirected
18% Gray,"Karabashliev, Zachary",Open Letter,Fiction,Jan,2013,Bulgarian,Bulgaria,Undirected
Back to Delphi,"Karystiani, Ioanna",Europa Editions,Fiction,Mar,2013,Greek,Greece,Undirected
Fireflies in Manhattan,"Kayam, Umar",Lontar,Fiction,Jan,2013,Indonesian,Indonesia,Undirected
Javanese Gentry,"Kayam, Umar",Lontar,Fiction,Jan,2013,Indonesian,Indonesia,Undirected
Fire Witness,"Kepler, Lars",FSG,Fiction,July,2013,Swedish,Sweden,Undirected
Cousin K,"Khadra, Yasmina",University of Nebraska,Fiction,Apr,2013,French,Algeria,Undirected
Bleiberg Project,"Khara, David",Le French,Fiction,Apr,2013,French,France,Undirected
Village Indian,"Khider, Abbas",Seagull Books,Fiction,Aug,2013,German,Iraq,Undirected
Noble V: Greylancer,"Kikuchi, Hideyuki",Viz Media,Fiction,May,2013,Japanese,Japan,Undirected
Anatomy of a Night,"Kim, Anna",Frisch & Co.,Fiction,Apr,2013,German,Austria,Undirected
Stingray,"Kim, Joo-young",Dalkey Archive,Fiction,Nov,2013,Korean,South Korea,Undirected
House with a Sunken Courtyard,"Kim, Won-il",Dalkey Archive,Fiction,Nov,2013,Korean,South Korea,Undirected
Lily la Tigresse,"Kimhi, Alona",Dalkey Archive,Fiction,Nov,2013,Hebrew,Israel,Undirected
Goddess Chronicle,"Kirino, Natsuo",Grove,Fiction,Aug,2013,Japanese,Japan,Undirected
